Date,Product ID,Sale Amount,Region,Discount,Quantity,Customer Type,Sales Rep,Payment Method,Return Status,Shipping Cost
3/15/2024,P0052,74,East,7.71,9,Wholesale,Bob,PayPal,No,10.5
3/15/2024,P0010,306,North,47.54,6,Online,Bob,Credit Card,No,16.52
3/15/2024,P0086,388,North,42.12,12,Online,Alice,Cash,No,13.05
3/15/2024,P0039,179,North,13.76,1,Online,Alice,PayPal,No,8.18
3/15/2024,P0023,125,South,20.06,14,Online,Bob,Cash,Yes,12.01
3/15/2024,P0011,331,North,47,10,Online,Bob,Credit Card,Yes,13.9
3/15/2024,P0092,125,North,12.52,18,Retail,Bob,Credit Card,No,17.99
3/15/2024,P0095,230,West,26.63,13,Online,Alice,Cash,No,17.51
3/15/2024,P0072,404,South,1.1,9,Online,Alice,Credit Card,No,11.4
3/15/2024,P0048,366,West,30.99,19,Wholesale,David,Credit Card,Yes,14.72
3/15/2024,P0092,59,East,46.5,4,Online,Charlie,Cash,No,9.47
3/15/2024,P0016,336,South,44.24,3,Wholesale,Charlie,Cash,No,14.5
3/15/2024,P0046,428,West,25.1,6,Wholesale,Charlie,Bank Transfer,No,18.69
3/15/2024,P0047,487,East,32.48,9,Wholesale,Charlie,PayPal,No,14.37
3/15/2024,P0095,345,West,28.49,10,Wholesale,Alice,Bank Transfer,No,9.56
3/15/2024,P0048,88,East,3.35,9,Retail,Alice,Bank Transfer,Yes,14.66
3/15/2024,P0080,497,North,7.94,17,Retail,Bob,Bank Transfer,No,18.54
3/15/2024,P0069,29,North,48.19,10,Wholesale,David,Bank Transfer,No,7.06
3/15/2024,P0099,421,South,12.8,6,Retail,David,PayPal,No,12.24
3/15/2024,P0025,388,West,19.22,16,Retail,Charlie,Cash,No,9.82
3/15/2024,P0077,46,West,25.45,17,Online,Bob,Credit Card,No,8.62
3/16/2024,P0093,268,East,48.96,11,Retail,Bob,Credit Card,No,10.94
3/16/2024,P0091,102,South,34.5,7,Wholesale,Alice,Cash,No,10.91
3/16/2024,P0081,196,North,31.48,4,Wholesale,Bob,Cash,No,8.16
3/16/2024,P0037,366,West,26.22,10,Wholesale,David,Cash,No,11.05
3/16/2024,P0063,210,East,35.03,14,Wholesale,David,Credit Card,Yes,14.51
3/16/2024,P0029,420,North,33.2,17,Online,Bob,Bank Transfer,Yes,5.39
3/16/2024,P0058,297,North,45.14,14,Retail,Alice,Bank Transfer,No,19.84
3/16/2024,P0098,57,North,27.09,13,Wholesale,David,Bank Transfer,No,9.44
3/16/2024,P0094,262,East,21.08,2,Online,Alice,PayPal,No,14.35
3/16/2024,P0031,55,East,40.36,9,Wholesale,Alice,Bank Transfer,Yes,9.25
3/16/2024,P0086,379,North,39.99,3,Retail,David,PayPal,No,10.9
3/16/2024,P0089,240,East,8.49,4,Online,Alice,Credit Card,No,13.24
3/16/2024,P0068,104,North,11.84,12,Retail,Charlie,PayPal,No,14.18
3/16/2024,P0099,312,North,47.93,15,Online,Charlie,Cash,No,16.56
3/16/2024,P0041,227,North,22.21,8,Wholesale,Charlie,Cash,No,16.88
3/16/2024,P0050,49,East,25.98,18,Wholesale,Bob,Credit Card,No,12.78
3/16/2024,P0044,396,South,15.51,5,Retail,David,Bank Transfer,No,6.14
3/16/2024,P0009,212,South,24.05,2,Retail,Charlie,Credit Card,No,13.37
3/16/2024,P0059,125,East,37.17,9,Online,Alice,Cash,No,12.16
3/16/2024,P0090,422,West,24.12,14,Retail,Charlie,Bank Transfer,No,8.23
3/16/2024,P0091,100,East,15.74,1,Retail,Alice,Cash,No,5.15
3/16/2024,P0027,67,West,4.8,4,Wholesale,David,Credit Card,No,9.74
3/16/2024,P0082,443,North,46.41,17,Wholesale,Charlie,Bank Transfer,No,8.89
3/16/2024,P0094,19,West,43.58,10,Wholesale,David,Credit Card,No,12.24
3/17/2024,P0059,265,North,39.57,2,Wholesale,Charlie,Cash,No,16.42
3/17/2024,P0095,326,South,34.7,6,Wholesale,Alice,Bank Transfer,No,11.59
3/17/2024,P0003,258,North,25.78,19,Wholesale,Alice,Cash,Yes,19.27
3/17/2024,P0093,492,West,44.87,9,Wholesale,Bob,Bank Transfer,No,8.32
3/17/2024,P0007,376,South,39.59,19,Online,Bob,PayPal,No,8.31
3/17/2024,P0082,386,South,40.8,19,Wholesale,Bob,PayPal,No,14.07
3/17/2024,P0016,326,East,15.48,9,Wholesale,Charlie,Cash,No,18.44
3/17/2024,P0049,416,West,21.17,3,Wholesale,David,Credit Card,No,15.08
3/17/2024,P0032,15,West,35.34,6,Wholesale,Charlie,PayPal,Yes,15.11
3/17/2024,P0089,340,East,18.55,6,Wholesale,Alice,PayPal,No,17.09
3/17/2024,P0044,197,East,24.7,17,Retail,David,Bank Transfer,No,15.03
3/17/2024,P0096,244,South,32.33,13,Retail,Alice,Bank Transfer,No,16.39
3/17/2024,P0019,380,East,21.89,13,Wholesale,Bob,Bank Transfer,Yes,17.99
3/17/2024,P0003,420,South,39.65,7,Wholesale,Alice,Cash,No,5.12
3/17/2024,P0060,192,West,5.81,9,Wholesale,Charlie,Credit Card,No,18.28
3/17/2024,P0035,296,East,35.9,18,Online,Alice,Credit Card,No,8.23
3/17/2024,P0029,132,West,7.26,1,Wholesale,Alice,Bank Transfer,No,18.68
3/17/2024,P0075,167,South,46.89,13,Online,Alice,Cash,No,8.99
3/17/2024,P0070,332,North,15.7,8,Online,David,Bank Transfer,No,11.83
3/17/2024,P0083,22,North,39.77,9,Wholesale,Alice,Credit Card,No,19.01
3/17/2024,P0045,324,West,26.07,1,Retail,Alice,Cash,No,6.65
3/17/2024,P0027,63,South,4.55,9,Wholesale,Bob,Bank Transfer,No,16.18
3/17/2024,P0069,369,South,29.13,11,Wholesale,Bob,Bank Transfer,No,10.89
3/17/2024,P0090,286,North,45.61,4,Retail,Charlie,Credit Card,Yes,5.36
3/18/2024,P0035,52,South,7.86,16,Retail,Bob,Cash,No,19.09
3/18/2024,P0019,276,South,16.07,14,Wholesale,Alice,Credit Card,No,6.77
3/18/2024,P0017,118,West,21.96,18,Wholesale,Bob,Cash,No,16.61
3/18/2024,P0035,332,North,13.75,9,Online,David,Cash,No,10.76
3/18/2024,P0077,175,South,47.19,1,Retail,Charlie,Bank Transfer,No,17.16
3/18/2024,P0078,360,West,18.88,3,Online,Bob,Credit Card,No,16.25
3/18/2024,P0030,417,East,32.9,1,Online,Charlie,Cash,No,14.5
3/18/2024,P0048,115,North,11.2,3,Online,Charlie,PayPal,No,19.09
3/18/2024,P0057,60,West,10.99,14,Online,Charlie,Bank Transfer,No,6.48
3/18/2024,P0017,213,East,8.79,14,Retail,David,Credit Card,No,16.98
3/18/2024,P0015,454,South,21.74,13,Retail,Alice,Cash,No,15.06
3/18/2024,P0082,311,South,26.64,1,Retail,David,Bank Transfer,No,9.72
3/18/2024,P0014,52,East,0.54,15,Wholesale,Charlie,Credit Card,No,13.19
3/18/2024,P0014,292,West,41.65,7,Online,Bob,Credit Card,No,14.67
3/18/2024,P0045,94,South,25.64,16,Wholesale,Bob,Bank Transfer,No,16.04
3/18/2024,P0097,226,South,7.86,1,Retail,David,Cash,No,7.81
3/18/2024,P0038,167,West,3.36,15,Retail,Bob,Bank Transfer,No,6.53
3/18/2024,P0063,359,West,3.16,15,Wholesale,Charlie,PayPal,No,6.53
3/18/2024,P0075,136,East,12.88,19,Online,Charlie,Bank Transfer,No,9.41
3/18/2024,P0011,200,South,24.96,6,Retail,Alice,Credit Card,No,7.31
3/18/2024,P0048,275,West,43.01,6,Online,Charlie,PayPal,No,13.03
3/18/2024,P0026,396,North,45.15,1,Online,Bob,PayPal,No,11.56
3/18/2024,P0067,470,East,41.62,16,Retail,Alice,Cash,No,18.4
3/18/2024,P0025,69,East,16.43,18,Wholesale,Bob,Bank Transfer,No,15.76
3/19/2024,P0081,292,East,15.33,13,Online,David,Cash,No,8.09
3/19/2024,P0061,475,East,49.37,12,Wholesale,Alice,Bank Transfer,No,5.69
3/19/2024,P0086,388,North,34.06,18,Online,Charlie,Credit Card,No,15.64
3/19/2024,P0093,438,East,15.25,10,Online,Alice,Cash,No,17.69
3/19/2024,P0026,71,East,16.45,14,Retail,Charlie,Credit Card,No,15.51
3/19/2024,P0034,417,West,21.73,11,Wholesale,Charlie,Credit Card,No,14.66
3/19/2024,P0090,311,South,31.09,18,Online,Bob,PayPal,No,8.74
3/19/2024,P0009,135,East,44.9,12,Wholesale,Charlie,Cash,No,12.42
3/19/2024,P0040,471,West,9.92,17,Online,Charlie,Bank Transfer,No,15.87
3/19/2024,P0075,496,West,4.22,3,Wholesale,Charlie,Cash,Yes,7.9
3/19/2024,P0007,181,South,20.29,1,Wholesale,Bob,Credit Card,No,12.15
3/19/2024,P0030,72,West,12.27,1,Retail,Charlie,PayPal,No,6.76
3/19/2024,P0066,269,West,28.8,6,Online,David,Cash,No,12.96
3/19/2024,P0030,25,East,34.96,19,Online,Bob,PayPal,No,13.6
3/19/2024,P0068,188,East,15.54,4,Online,David,PayPal,No,13.03
3/19/2024,P0058,339,West,34.27,13,Online,Alice,Credit Card,No,12.04
3/19/2024,P0055,377,North,17.16,12,Retail,Bob,Cash,No,13.81
3/19/2024,P0014,110,South,31.75,8,Retail,David,Cash,No,19.95
3/19/2024,P0077,484,West,31.65,7,Online,Bob,Cash,No,14.34
3/19/2024,P0089,185,West,13.91,7,Wholesale,Charlie,PayPal,No,16.29
3/19/2024,P0077,202,North,31.79,7,Retail,Bob,Bank Transfer,No,7.88
3/19/2024,P0077,462,South,19.05,14,Wholesale,Alice,Cash,No,12.95
3/19/2024,P0037,470,West,16.82,18,Wholesale,David,Credit Card,No,5.11
3/19/2024,P0044,310,West,14.46,19,Wholesale,Bob,PayPal,No,5.47
3/20/2024,P0006,396,East,17.28,19,Online,Charlie,Bank Transfer,No,9.84
3/20/2024,P0026,282,West,39.34,18,Retail,David,Cash,Yes,12
3/20/2024,P0014,476,North,12.26,6,Online,David,Bank Transfer,No,13.63
3/20/2024,P0008,430,West,34.1,16,Wholesale,David,PayPal,No,18.32
3/20/2024,P0024,270,South,45.03,3,Online,Alice,Bank Transfer,No,16.58
3/20/2024,P0086,184,South,17.52,2,Wholesale,Charlie,PayPal,No,9.5
3/20/2024,P0039,243,North,1.48,15,Online,Charlie,Bank Transfer,No,16.15
3/20/2024,P0049,309,West,1.23,11,Online,David,Bank Transfer,No,13.24
3/20/2024,P0085,225,West,6.98,19,Retail,Bob,PayPal,No,16.69
3/20/2024,P0063,426,West,5.5,18,Retail,David,Bank Transfer,No,11.17
3/20/2024,P0026,256,West,37.4,11,Wholesale,Charlie,Credit Card,No,6.38
3/20/2024,P0010,30,West,14.74,3,Wholesale,Alice,Cash,No,14.28
3/20/2024,P0077,460,South,32.63,4,Wholesale,Alice,Bank Transfer,Yes,13.36
3/20/2024,P0058,333,East,2.12,6,Online,David,Bank Transfer,No,19.3
3/20/2024,P0014,252,South,14.79,12,Wholesale,Alice,Bank Transfer,No,7.43
3/20/2024,P0073,297,East,11.71,4,Retail,Alice,Cash,No,14.84
3/20/2024,P0071,289,South,13.84,12,Wholesale,Bob,PayPal,No,12.11
3/20/2024,P0039,253,North,9.54,4,Wholesale,Alice,Cash,No,10.68
3/20/2024,P0031,172,West,30.9,2,Online,Bob,Bank Transfer,No,16.92
3/20/2024,P0050,155,East,33.13,12,Retail,David,PayPal,Yes,17.16
3/20/2024,P0016,76,South,7.42,13,Wholesale,Charlie,Bank Transfer,No,15.72
3/20/2024,P0072,112,East,37.06,16,Retail,Charlie,PayPal,No,6.25
3/20/2024,P0051,319,West,12.5,4,Wholesale,Bob,Bank Transfer,No,10.18
3/20/2024,P0015,419,North,14.15,8,Retail,Charlie,Bank Transfer,Yes,5.7
3/21/2024,P0089,453,West,41.44,5,Wholesale,David,PayPal,No,10.16
3/21/2024,P0038,134,South,45.06,14,Wholesale,Charlie,Credit Card,No,14.72
3/21/2024,P0079,126,South,41.24,15,Online,Alice,Cash,Yes,12.78
3/21/2024,P0089,481,East,7.39,11,Online,David,PayPal,No,15.54
3/21/2024,P0071,260,North,49.96,10,Retail,David,Cash,No,13.27
3/21/2024,P0090,330,North,33.61,10,Retail,Charlie,Credit Card,No,13.34
3/21/2024,P0072,444,South,25.53,6,Retail,Charlie,Credit Card,No,12.66
3/21/2024,P0082,379,East,47.74,16,Retail,Bob,PayPal,No,10.46
3/21/2024,P0021,235,West,40.87,4,Online,Alice,Credit Card,No,11.7
3/21/2024,P0016,197,West,34.59,9,Retail,Charlie,Credit Card,No,6.69
3/21/2024,P0067,196,South,41.92,10,Wholesale,Charlie,Bank Transfer,No,17.52
3/21/2024,P0065,85,South,19.27,5,Wholesale,Bob,Bank Transfer,No,18.34
3/21/2024,P0013,282,West,34.22,10,Wholesale,Charlie,Credit Card,No,16.49
3/21/2024,P0064,478,West,9.53,16,Online,Alice,Bank Transfer,No,13.75
3/21/2024,P0061,158,West,49.4,11,Retail,Alice,Credit Card,No,13.54
3/21/2024,P0032,204,East,29.45,6,Wholesale,David,Bank Transfer,No,12.05
3/21/2024,P0012,373,North,40.71,7,Wholesale,David,Credit Card,Yes,8.47
3/21/2024,P0095,293,South,20.37,12,Online,Alice,Credit Card,No,10.76
3/21/2024,P0041,482,South,37.93,13,Online,Bob,Cash,No,19.85
3/21/2024,P0066,53,East,19.37,17,Online,David,Credit Card,No,7.19
3/21/2024,P0008,463,West,29.5,9,Wholesale,Alice,Cash,No,13.14
3/21/2024,P0059,455,East,38.91,8,Online,Alice,PayPal,No,18
3/21/2024,P0025,179,West,5.82,16,Wholesale,David,Credit Card,No,11.8
3/21/2024,P0005,103,South,17.84,3,Retail,Alice,Credit Card,No,14.08
3/22/2024,P0045,233,North,27.25,5,Wholesale,Alice,Cash,No,17.42
3/22/2024,P0002,287,East,16.7,13,Retail,Alice,Credit Card,No,13.21
3/22/2024,P0042,47,West,15.46,18,Wholesale,Alice,Bank Transfer,No,15.97
3/22/2024,P0038,279,South,14.08,16,Retail,David,Cash,No,10.21
3/22/2024,P0003,491,North,11.39,14,Wholesale,Bob,Cash,No,16
3/22/2024,P0046,244,East,42.45,11,Wholesale,Alice,Bank Transfer,No,5.62
3/22/2024,P0022,120,East,46.18,18,Wholesale,Charlie,Credit Card,No,7.29
3/22/2024,P0033,387,South,35.01,8,Wholesale,Bob,PayPal,No,14.56
3/22/2024,P0032,419,East,1.5,12,Online,Charlie,PayPal,No,11.73
3/22/2024,P0017,177,South,39.31,19,Wholesale,Charlie,PayPal,Yes,17.43
3/22/2024,P0082,63,East,26.6,2,Wholesale,Alice,Cash,No,10.13
3/22/2024,P0056,406,North,37.91,9,Online,David,Cash,No,16.51
3/22/2024,P0003,136,North,21.87,9,Online,Charlie,Bank Transfer,No,7.09
3/22/2024,P0070,487,East,2.06,14,Online,Charlie,Credit Card,No,18.95
3/22/2024,P0049,284,South,34.09,15,Online,Charlie,Bank Transfer,Yes,11.28
3/22/2024,P0055,51,West,22.21,11,Online,Alice,Cash,No,8.46
3/22/2024,P0077,50,East,43.7,13,Online,Alice,PayPal,No,16.84
3/22/2024,P0031,59,West,36.91,5,Online,David,Credit Card,No,19.22
3/22/2024,P0081,496,South,17.98,6,Online,Alice,PayPal,No,18.77
3/22/2024,P0021,396,West,36.2,5,Online,Bob,Credit Card,No,8.57
3/22/2024,P0016,168,East,24.76,1,Online,David,PayPal,No,15.08
3/22/2024,P0017,341,North,9.97,18,Online,Alice,Credit Card,No,13.2
3/22/2024,P0096,408,South,20.99,8,Retail,Alice,PayPal,Yes,15.88
3/22/2024,P0001,191,North,11.13,17,Wholesale,Charlie,Bank Transfer,No,12.3
3/23/2024,P0072,190,North,0.25,11,Wholesale,Alice,Cash,No,12.05
3/23/2024,P0065,438,North,12.34,11,Online,Charlie,Bank Transfer,No,18.24
3/23/2024,P0066,175,East,10.48,3,Online,Alice,PayPal,No,18.07
3/23/2024,P0037,241,South,0.22,8,Retail,Alice,Credit Card,No,16.81
3/23/2024,P0024,215,West,39.2,8,Online,Alice,Bank Transfer,No,15.57
3/23/2024,P0091,364,North,3.85,3,Retail,Alice,PayPal,No,15.18
3/23/2024,P0084,473,West,22.45,10,Wholesale,Alice,Cash,Yes,5.84
3/23/2024,P0062,59,South,20.89,19,Wholesale,David,Credit Card,No,16.24
3/23/2024,P0021,417,South,9.07,14,Online,Alice,Bank Transfer,No,14.57
3/23/2024,P0037,410,West,48.34,18,Retail,Alice,Cash,No,9.54
3/23/2024,P0035,155,West,30.19,3,Retail,Charlie,PayPal,No,17.3
3/23/2024,P0038,307,North,40.68,14,Wholesale,Bob,Credit Card,No,17.49
3/23/2024,P0053,154,West,24.81,11,Wholesale,Bob,PayPal,No,18.98
3/23/2024,P0015,25,West,36.14,10,Retail,David,Credit Card,No,11.28
3/23/2024,P0042,94,East,48.49,14,Retail,Alice,Cash,No,13.27
3/23/2024,P0094,225,North,17.42,1,Wholesale,Bob,Cash,No,18.59
3/23/2024,P0004,491,North,25.21,16,Retail,Charlie,Cash,No,9.75
3/23/2024,P0039,61,South,25.73,6,Wholesale,Charlie,Bank Transfer,No,16.95
3/23/2024,P0079,45,West,49.6,18,Retail,David,Bank Transfer,No,19.88
3/23/2024,P0023,116,East,11.65,16,Online,Charlie,Bank Transfer,No,14.78
3/23/2024,P0015,228,South,33.77,19,Wholesale,Bob,PayPal,No,19.76
3/23/2024,P0090,432,East,6.91,16,Retail,Bob,Bank Transfer,Yes,12.74
3/23/2024,P0012,346,North,46.35,5,Wholesale,Bob,Credit Card,Yes,7.3
3/23/2024,P0082,418,West,29.52,12,Retail,Alice,Cash,No,7.63
3/24/2024,P0070,380,East,42.97,6,Online,Charlie,PayPal,No,15.97
3/24/2024,P0082,495,South,44.76,2,Online,Charlie,PayPal,No,5.01
3/24/2024,P0054,307,North,27.86,16,Online,Alice,Bank Transfer,No,14.93
3/24/2024,P0088,263,East,34.1,11,Wholesale,Bob,Credit Card,No,7.27
3/24/2024,P0038,414,East,34.94,12,Online,Charlie,Cash,Yes,19.77
3/24/2024,P0028,77,South,23.02,11,Wholesale,Bob,PayPal,No,7.45
3/24/2024,P0079,482,East,21.74,19,Online,Alice,Cash,No,13.29
3/24/2024,P0019,196,North,9.31,8,Wholesale,Bob,Credit Card,Yes,15.04
3/24/2024,P0069,133,East,19.2,18,Online,David,Cash,No,17.29
3/24/2024,P0064,39,West,49.54,5,Retail,Alice,Bank Transfer,No,11.89
3/24/2024,P0004,194,West,13.49,12,Retail,Bob,Cash,No,19.01
3/24/2024,P0081,298,South,38.12,10,Wholesale,Alice,PayPal,No,12.2
3/24/2024,P0010,368,West,2.97,15,Online,Charlie,Bank Transfer,No,8.78
3/24/2024,P0012,483,West,23.37,5,Online,David,Bank Transfer,No,13.9
3/24/2024,P0069,482,East,2.92,17,Retail,Alice,Bank Transfer,No,14.87
3/24/2024,P0007,62,North,23.79,4,Online,Bob,Bank Transfer,No,12.61
3/24/2024,P0044,409,North,1.38,12,Online,Charlie,PayPal,No,16
3/24/2024,P0023,186,East,30.66,18,Wholesale,Bob,Credit Card,No,11.31
3/24/2024,P0002,481,West,29.33,8,Retail,Bob,Credit Card,No,5.07
3/24/2024,P0094,142,East,39.89,17,Online,Alice,Bank Transfer,Yes,8.97
3/24/2024,P0037,371,West,29.16,8,Online,Alice,Credit Card,No,19.19
3/24/2024,P0069,496,West,46.3,13,Wholesale,Bob,PayPal,No,16.45
3/24/2024,P0020,86,West,39.16,3,Wholesale,Alice,Credit Card,No,7.84
3/24/2024,P0090,359,North,6.63,3,Wholesale,Bob,Credit Card,No,6
3/25/2024,P0044,69,South,13.27,7,Wholesale,Alice,PayPal,No,10.26
3/25/2024,P0070,464,North,1.31,18,Online,David,Credit Card,No,17.54
3/25/2024,P0093,376,West,19.31,7,Online,Alice,Bank Transfer,No,6.59
3/25/2024,P0074,474,East,25.48,2,Online,Bob,Bank Transfer,No,13.15
3/25/2024,P0051,320,East,47.3,7,Wholesale,Charlie,PayPal,No,9.13
3/25/2024,P0080,100,West,26.11,2,Online,Alice,Bank Transfer,Yes,15.89
3/25/2024,P0098,428,South,39.05,7,Retail,David,Bank Transfer,No,5.01
3/25/2024,P0031,462,North,13.4,14,Retail,David,Bank Transfer,No,9.16
3/25/2024,P0100,307,North,7.66,15,Online,David,Bank Transfer,No,15.19
3/25/2024,P0041,334,West,40.54,16,Wholesale,David,Bank Transfer,No,13.2
3/25/2024,P0058,289,West,12.37,8,Retail,Bob,Credit Card,No,16.68
3/25/2024,P0005,208,South,43.57,16,Online,David,PayPal,No,7.37
3/25/2024,P0033,464,North,8.49,7,Retail,Charlie,Cash,Yes,12.96
3/25/2024,P0043,127,South,42.58,11,Retail,Alice,PayPal,No,7.94
3/25/2024,P0019,192,North,38.64,4,Retail,David,PayPal,Yes,14.59
3/25/2024,P0032,407,South,30.56,18,Retail,Alice,PayPal,No,6.97
3/25/2024,P0087,64,South,42.51,13,Online,Bob,Credit Card,No,7.23
3/25/2024,P0003,280,South,16.54,17,Retail,Alice,PayPal,No,9.92
3/25/2024,P0001,14,East,8.3,12,Online,Bob,PayPal,No,11.03
3/25/2024,P0100,110,East,7.85,18,Retail,Bob,Credit Card,No,12.48
3/25/2024,P0041,397,East,13.52,10,Retail,Alice,Bank Transfer,No,13.71
3/25/2024,P0092,295,North,22.31,7,Retail,David,Cash,No,12.03
3/25/2024,P0048,477,South,43.8,12,Online,Charlie,Bank Transfer,No,5.68
3/25/2024,P0039,62,West,4.48,12,Retail,Alice,PayPal,No,10.15
3/26/2024,P0005,227,West,45.76,13,Retail,Charlie,Bank Transfer,No,5.92
3/26/2024,P0077,338,North,46.27,1,Wholesale,Alice,Credit Card,No,6.77
3/26/2024,P0011,295,North,36.36,7,Retail,Charlie,Cash,No,6.39
3/26/2024,P0022,249,West,45.01,16,Wholesale,Alice,Bank Transfer,No,7.37
3/26/2024,P0087,223,South,38.5,16,Online,Charlie,PayPal,No,17.19
3/26/2024,P0064,113,East,26.42,16,Retail,Charlie,Cash,No,14.41
3/26/2024,P0012,370,North,30.04,16,Retail,Alice,PayPal,No,12.6
3/26/2024,P0053,373,North,31.41,14,Wholesale,Alice,Bank Transfer,No,15.98
3/26/2024,P0055,231,North,6.34,11,Wholesale,Bob,Bank Transfer,No,19.42
3/26/2024,P0053,349,West,9.65,19,Retail,Charlie,PayPal,No,11.27
3/26/2024,P0021,357,East,26.17,11,Online,Alice,Cash,No,10.51
3/26/2024,P0019,198,South,5.76,2,Wholesale,David,Cash,No,19.67
3/26/2024,P0069,336,South,48.25,7,Retail,David,Cash,No,16.57
3/26/2024,P0088,333,West,25.36,9,Wholesale,Bob,Bank Transfer,No,16.66
3/26/2024,P0094,485,North,19,9,Online,David,Bank Transfer,No,14
3/26/2024,P0072,320,West,7.88,14,Wholesale,Alice,PayPal,No,12.61
3/26/2024,P0066,108,West,20.83,10,Retail,Charlie,PayPal,No,13.26
3/26/2024,P0059,106,South,15.12,16,Wholesale,Alice,Credit Card,No,14.78
3/26/2024,P0049,336,East,4.4,18,Online,David,Credit Card,No,10.65
3/26/2024,P0098,82,South,48.35,1,Retail,David,Credit Card,No,16.73
3/26/2024,P0059,491,West,13.25,2,Retail,Alice,PayPal,No,18.64
3/26/2024,P0023,265,West,34.52,4,Retail,Bob,Cash,No,13.57
3/26/2024,P0003,240,North,4.57,2,Retail,Alice,Credit Card,No,10.72
3/26/2024,P0056,179,North,45.66,4,Online,Bob,PayPal,No,15.43
3/27/2024,P0058,491,West,29.54,6,Retail,David,Bank Transfer,No,7.73
3/27/2024,P0088,342,South,32.84,4,Online,Charlie,Cash,No,19.53
3/27/2024,P0062,166,North,39.09,18,Online,Charlie,Credit Card,No,14.87
3/27/2024,P0018,428,East,30.3,5,Wholesale,Alice,Bank Transfer,No,6.01
3/27/2024,P0061,438,East,3.55,11,Wholesale,Bob,Cash,No,12.95
3/27/2024,P0037,467,West,21.48,13,Retail,David,Cash,No,16.26
3/27/2024,P0054,231,East,13.1,3,Retail,Charlie,Bank Transfer,No,9.17
3/27/2024,P0095,373,East,24.34,19,Online,Alice,Credit Card,No,5.76
3/27/2024,P0078,355,North,20.22,11,Wholesale,Alice,Credit Card,No,12.34
3/27/2024,P0065,108,North,41.33,11,Retail,David,Bank Transfer,No,17.5
3/27/2024,P0014,229,South,12.35,2,Retail,David,Bank Transfer,No,8.77
3/27/2024,P0005,422,North,10.07,15,Online,Alice,Bank Transfer,No,15.76
3/27/2024,P0095,253,South,47.9,8,Wholesale,Alice,PayPal,No,11.12
3/27/2024,P0095,463,North,47.48,2,Retail,Alice,Cash,No,5.89
3/27/2024,P0094,268,West,49.67,8,Retail,Bob,Credit Card,No,9.56
3/27/2024,P0100,486,South,28.42,15,Retail,David,Credit Card,Yes,9.71
3/27/2024,P0062,450,West,5.66,16,Retail,Alice,Bank Transfer,No,18.57
3/27/2024,P0001,203,South,44.01,13,Retail,David,Cash,No,19.73
3/27/2024,P0063,384,East,7.26,17,Retail,Alice,Bank Transfer,No,8.15
3/27/2024,P0067,159,South,7.78,14,Wholesale,Alice,Cash,No,11.46
3/27/2024,P0020,376,South,9.67,14,Online,Alice,Bank Transfer,No,19.65
3/27/2024,P0043,164,South,32.67,1,Online,David,Bank Transfer,No,11.11
3/27/2024,P0085,31,South,5.36,1,Online,Alice,Cash,No,10.24
3/27/2024,P0094,467,South,38.91,3,Retail,Alice,Credit Card,Yes,6.65
3/28/2024,P0042,125,East,2.91,15,Online,David,Credit Card,No,16.3
3/28/2024,P0094,122,South,5.52,5,Wholesale,Alice,PayPal,No,11.71
3/28/2024,P0069,442,West,21.72,5,Retail,Charlie,Cash,No,14.58
3/28/2024,P0074,220,South,18.96,4,Wholesale,Charlie,Credit Card,No,12.65
3/28/2024,P0088,33,South,49.49,14,Retail,Alice,Credit Card,No,7.62
3/28/2024,P0039,292,West,48.34,7,Retail,Bob,Cash,No,7.65
3/28/2024,P0062,301,North,9.48,15,Online,David,Credit Card,Yes,19.1
3/28/2024,P0048,372,North,47.33,11,Wholesale,Alice,Cash,Yes,18.34
3/28/2024,P0006,410,East,34.61,14,Online,David,Credit Card,No,14.16
3/28/2024,P0074,65,South,20.44,6,Retail,Bob,Bank Transfer,No,5.02
3/28/2024,P0042,275,South,36.98,10,Wholesale,Bob,Cash,No,11.5
3/28/2024,P0058,63,North,45.01,7,Wholesale,David,Cash,No,12.96
3/28/2024,P0043,346,South,9.01,10,Retail,Bob,Credit Card,No,11.74
3/28/2024,P0010,117,East,9.8,14,Online,Bob,Cash,No,18.88
3/28/2024,P0089,211,West,20.44,5,Retail,David,PayPal,No,5.61
3/28/2024,P0078,211,South,8.46,1,Wholesale,Bob,PayPal,No,14.82
3/28/2024,P0039,431,West,18.02,19,Wholesale,Charlie,Cash,No,9.71
3/28/2024,P0013,346,East,32.28,8,Wholesale,Alice,PayPal,No,13.39
3/28/2024,P0075,392,North,40.64,19,Retail,Charlie,Credit Card,No,14.84
3/28/2024,P0039,483,East,15.1,17,Wholesale,Charlie,Credit Card,No,11.61
3/28/2024,P0011,227,East,14.09,19,Wholesale,Alice,Cash,No,7.23
3/28/2024,P0016,252,East,38.99,16,Online,Charlie,Credit Card,Yes,12.79
3/28/2024,P0033,363,East,19.05,4,Online,Alice,Credit Card,No,18.99
3/28/2024,P0060,397,West,40.92,8,Wholesale,Alice,PayPal,No,13.04
3/29/2024,P0096,187,East,49.67,4,Online,David,Credit Card,Yes,6.84
3/29/2024,P0059,484,East,48.98,13,Retail,Alice,Credit Card,No,17.36
3/29/2024,P0074,70,East,33.13,7,Online,Alice,PayPal,No,8.33
3/29/2024,P0051,414,East,18.76,1,Online,Bob,Bank Transfer,No,10.55
3/29/2024,P0015,45,West,3.27,9,Online,Bob,Cash,No,11.43
